benchmark,result,holes,solve
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_00933_036823__6820102_1.p.stdout,unsat,,1830
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_00292_011092__6401720_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_01224_045964__7349294_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_01012_039616__7020252_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_00654_025909__6679076_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_01534_056019__7807732_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_01321_048824__7528616_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_01688_061232__7893818_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_01123_043103__7255588_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_00508_019315__6604256_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_00165_006879__6336620_1.p.stdout,unsat,,14132
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_00820_032853__6737210_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0000_Poincare_Lines/prob_01799_065548__7959430_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0001_Poincare_Lines_Ideal_Points/prob_00308_011251__8537326_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0001_Poincare_Lines_Ideal_Points/prob_00391_014450__8721160_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0001_Poincare_Lines_Ideal_Points/prob_00128_005156__8239768_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0001_Poincare_Lines_Ideal_Points/prob_00217_008523__8462526_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0001_Poincare_Lines_Ideal_Points/prob_00622_023052__8899582_1.p.stdout,unsat,,2495
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0001_Poincare_Lines_Ideal_Points/prob_00083_003566__8117364_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0001_Poincare_Lines_Ideal_Points/prob_00509_018844__8825732_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0001_Poincare_Lines_Ideal_Points/prob_00041_001784__8047642_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0004_Poincare_Between/prob_01074_038995__11229920_1.p.stdout,unsat,,2049
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0004_Poincare_Between/prob_00145_005020__10412110_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0004_Poincare_Between/prob_00781_027941__11025996_1.p.stdout,unsat,,1784
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0004_Poincare_Between/prob_00890_032772__11084090_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0004_Poincare_Between/prob_00255_008987__10537848_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0004_Poincare_Between/prob_00974_035582__11158940_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0004_Poincare_Between/prob_01180_042344__11315236_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0004_Poincare_Between/prob_00358_012267__10622146_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0004_Poincare_Between/prob_00578_020854__10864638_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0004_Poincare_Between/prob_00464_016818__10698716_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0004_Poincare_Between/prob_00675_024166__10956336_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_00336_011701__14514082_1.p.stdout,unsat,,1840
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_01598_057557__15782278_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_00015_000436__14281304_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_00237_008374__14446672_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_01524_055137__15716042_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_00836_030789__15108840_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_00965_035421__15194410_1.p.stdout,unsat,,27948
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_00656_024497__14847166_1.p.stdout,unsat,,31712
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_01444_051535__15645196_1.p.stdout,unsat,,10578
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_01077_039588__15272456_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_01214_043474__15417956_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_01153_041618__15338562_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_01692_061102__15880340_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_00740_027480__14979728_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_00570_021221__14717578_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_00417_015136__14574946_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_01347_048038__15558292_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_01280_046028__15489164_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_00494_017990__14654828_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0010_Poincare_Tarski/prob_00123_004047__14373460_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_01269_047732__10126812_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_01358_050902__10188006_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_01195_044777__10071166_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_01030_038603__9932690_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_00483_018553__9466960_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_00096_004157__9123824_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_00931_034586__9857264_1.p.stdout,unsat,,1798
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_00763_028628__9686284_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_00642_024652__9617618_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_00298_011097__9307566_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_00576_022219__9540086_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_01534_057589__10345254_1.p.stdout,unsat,,2812
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_00863_031847__9778600_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_00402_014816__9386960_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_01445_054569__10260020_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_00202_007847__9221776_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0003_Poincare_Distance/prob_01121_041723__10005516_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_01231_046337__12908870_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_00951_036233__12521552_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_00319_012358__11635206_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_00684_026393__12189348_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_00141_005764__11461290_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_00410_016040__11714940_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_00583_022333__12078910_1.p.stdout,unsat,,42015
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_00768_028852__12254026_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_00514_019162__11860798_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_01044_038993__12701454_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_00046_002036__11397052_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_00236_009174__11555500_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_00869_032973__12313582_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0005_Poincare_Lines_Axis_Intersections/prob_01157_043277__12781258_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0007_Poincare_Circles/prob_00237_007993__13756128_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0007_Poincare_Circles/prob_00557_021796__14053264_1.p.stdout,unsat,,12989
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0007_Poincare_Circles/prob_00435_016574__13970736_1.p.stdout,unsat,,53604
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0007_Poincare_Circles/prob_00077_002312__13628674_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0007_Poincare_Circles/prob_00333_012038__13822168_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0007_Poincare_Circles/prob_00168_005068__13698478_1.p.stdout,unsat,,1766
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0002_Hyperbolic_Functions/prob_00173_005412__9057216_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Poincare_Disc/0002_Hyperbolic_Functions/prob_00094_003244__8971610_1.p.stdout,unsat,,2175
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0004_Sorted_Less2/prob_00084_002788__9579812_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0004_Sorted_Less2/prob_00039_001340__9449344_1.p.stdout,unsat,,39705
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00213_008022__12047850_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_01616_076744__19809012_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_01149_052914__17391874_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_01125_051612__17281738_1.p.stdout,unsat,,37385
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00965_042470__16551432_1.p.stdout,unsat,,1933
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00745_030675__15345516_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00912_039612__16326506_1.p.stdout,unsat,,18122
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00275_010260__12333456_1.p.stdout,unsat,,4445
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00040_001536__10927362_1.p.stdout,unsat,,2481
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00124_004162__11644270_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_01719_081554__20364946_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00991_043851__16665982_1.p.stdout,unsat,,1811
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_01070_048584__17055516_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00934_040865__16440188_1.p.stdout,unsat,,2321
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00816_034401__15799302_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00428_016995__13345594_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00555_021066__14296432_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00461_018134__13566684_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_01210_056084__17750742_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00410_016268__13156936_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00357_013878__12790970_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00727_029556__15175828_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_01535_072307__19355308_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_00484_018936__13820264_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_01041_047006__16907634_1.p.stdout,unsat,,2797
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Dominance_CHK/0018_Dom_Kildall_Property/prob_01167_054038__17502840_1.p.stdout,unsat,,4512
